Notes,State,State Code,Year,Year Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Race,Race Code,MCD - ICD Chapter,MCD - ICD Chapter Code,Deaths,Population,Crude Rate
,California,6,2007,2007,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,80524,24.8
,California,6,2007,2007,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,740511,Unreliable
,California,6,2007,2007,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,154,367887,41.9
,California,6,2007,2007,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1190,3898564,30.5
,California,6,2007,2007,55-64 years,55-64,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,46406,Unreliable
,California,6,2007,2007,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,513478,Unreliable
,California,6,2007,2007,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,75,230804,32.5
,California,6,2007,2007,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,543,2827735,19.2
,California,6,2007,2007,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,129668,Unreliable
,California,6,2007,2007,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,83,1597946,5.2
,California,6,2007,2007,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,60,1113137,5.4
,California,6,2007,2007,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,456535,6.4
,California,6,2008,2008,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,756846,Unreliable
,California,6,2008,2008,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,457362,Unreliable
,California,6,2008,2008,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,251,4169080,6
,California,6,2008,2008,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,844327,3
,California,6,2008,2008,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,40,368248,10.9
,California,6,2008,2008,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,432,3907823,11.1
,California,6,2008,2008,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,97360,Unreliable
,California,6,2008,2008,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,837929,Unreliable
,California,6,2008,2008,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,68,376299,18.1
,California,6,2008,2008,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,756,3967317,19.1
,California,6,2008,2008,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,85071,Unreliable
,California,6,2008,2008,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,763505,3.3
,California,6,2008,2008,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,119,375729,31.7
,California,6,2008,2008,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1103,3934211,28
,California,6,2008,2008,55-64 years,55-64,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,49793,Unreliable
,California,6,2008,2008,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,73,240096,30.4
,California,6,2008,2008,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,620,2911526,21.3
,California,6,2008,2008,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,132780,Unreliable
,California,6,2008,2008,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,133,1667860,8
,California,6,2008,2008,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,49,1104046,4.4
,California,6,2008,2008,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,474116,6.1
,California,6,2009,2009,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,464519,Unreliable
,California,6,2009,2009,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,254,4191309,6.1
,California,6,2009,2009,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,848377,Unreliable
,California,6,2009,2009,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,33,374754,8.8
,California,6,2009,2009,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,468,3943145,11.9
,California,6,2009,2009,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,100475,20.9
,California,6,2009,2009,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,852561,2.8
,California,6,2009,2009,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,58,367178,15.8
,California,6,2009,2009,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,743,3894124,19.1
,California,6,2009,2009,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,89999,Unreliable
,California,6,2009,2009,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,783547,2.7
,California,6,2009,2009,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,129,382619,33.7
,California,6,2009,2009,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1211,3964278,30.5
,California,6,2009,2009,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,580900,Unreliable
,California,6,2009,2009,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,75,250973,29.9
,California,6,2009,2009,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,665,3019822,22
,California,6,2009,2009,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,137063,Unreliable
,California,6,2009,2009,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,150,1731040,8.7
,California,6,2009,2009,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,47,1095603,4.3
,California,6,2009,2009,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,491374,4.3
,California,6,2010,2010,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,786216,Unreliable
,California,6,2010,2010,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,468645,Unreliable
,California,6,2010,2010,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,282,4200149,6.7
,California,6,2010,2010,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,26,849893,3.1
,California,6,2010,2010,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,38,380712,10
,California,6,2010,2010,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,508,3969717,12.8
,California,6,2010,2010,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,102983,Unreliable
,California,6,2010,2010,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,865329,Unreliable
,California,6,2010,2010,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,64,360768,17.7
,California,6,2010,2010,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,647,3853630,16.8
,California,6,2010,2010,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,22,93268,23.6
,California,6,2010,2010,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,795990,3.1
,California,6,2010,2010,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,118,387288,30.5
,California,6,2010,2010,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1091,3975825,27.4
,California,6,2010,2010,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,608461,Unreliable
,California,6,2010,2010,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,85,262185,32.4
,California,6,2010,2010,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,738,3108726,23.7
,California,6,2010,2010,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,139352,Unreliable
,California,6,2010,2010,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,173,1775256,9.7
,California,6,2010,2010,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,58,1094993,5.3
,California,6,2010,2010,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,37,502443,7.4
,California,6,2011,2011,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,780727,2.9
,California,6,2011,2011,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,472546,Unreliable
,California,6,2011,2011,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,277,4226541,6.6
,California,6,2011,2011,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,866350,3.9
,California,6,2011,2011,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,38,390554,9.7
,California,6,2011,2011,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,522,4035042,12.9
,California,6,2011,2011,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,103837,Unreliable
,California,6,2011,2011,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,35,879959,4
,California,6,2011,2011,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,55,355043,15.5
,California,6,2011,2011,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,680,3825132,17.8
,California,6,2011,2011,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,94905,Unreliable
,California,6,2011,2011,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,805974,3
,California,6,2011,2011,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,113,387101,29.2
,California,6,2011,2011,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1144,3962458,28.9
,California,6,2011,2011,55-64 years,55-64,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,61714,Unreliable
,California,6,2011,2011,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,646652,3.2
,California,6,2011,2011,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,103,277058,37.2
,California,6,2011,2011,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,764,3234332,23.6
,California,6,2011,2011,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,144004,Unreliable
,California,6,2011,2011,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,157,1850680,8.5
,California,6,2011,2011,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,49,1098784,4.5
,California,6,2011,2011,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,30,525613,5.7
,California,6,2012,2012,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,796147,Unreliable
,California,6,2012,2012,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,473695,Unreliable
,California,6,2012,2012,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,260,4227030,6.2
,California,6,2012,2012,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,120989,Unreliable
,California,6,2012,2012,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,896939,2.3
,California,6,2012,2012,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,397997,8.5
,California,6,2012,2012,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,539,4066715,13.3
,California,6,2012,2012,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,103988,Unreliable
,California,6,2012,2012,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,40,901047,4.4
,California,6,2012,2012,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,53,353006,15
,California,6,2012,2012,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,607,3803393,16
,California,6,2012,2012,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,22,95278,23.1
,California,6,2012,2012,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,817747,3.1
,California,6,2012,2012,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,90,384655,23.4
,California,6,2012,2012,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1054,3934256,26.8
,California,6,2012,2012,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,673896,Unreliable
,California,6,2012,2012,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,102,286923,35.5
,California,6,2012,2012,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,771,3278859,23.5
,California,6,2012,2012,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,150566,16.6
,California,6,2012,2012,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,208,1979026,10.5
,California,6,2012,2012,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,55,1105613,5
,California,6,2012,2012,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,537994,4.6
,California,6,2013,2013,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,787395,Unreliable
,California,6,2013,2013,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,469166,Unreliable
,California,6,2013,2013,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,282,4194082,6.7
,California,6,2013,2013,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,930175,2.5
,California,6,2013,2013,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,39,408686,9.5
,California,6,2013,2013,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,591,4129522,14.3
,California,6,2013,2013,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,104501,Unreliable
,California,6,2013,2013,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,26,911215,2.9
,California,6,2013,2013,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,65,350859,18.5
,California,6,2013,2013,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,638,3782835,16.9
,California,6,2013,2013,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,95812,Unreliable
,California,6,2013,2013,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,32,829706,3.9
,California,6,2013,2013,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,117,379573,30.8
,California,6,2013,2013,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1130,3907074,28.9
,California,6,2013,2013,55-64 years,55-64,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,67124,Unreliable
,California,6,2013,2013,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,699792,Unreliable
,California,6,2013,2013,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,102,295651,34.5
,California,6,2013,2013,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,912,3340869,27.3
,California,6,2013,2013,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,158285,15.2
,California,6,2013,2013,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,238,2091135,11.4
,California,6,2013,2013,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,58,1119358,5.2
,California,6,2013,2013,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,35,543687,6.4
,California,6,2014,2014,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,788284,2.5
,California,6,2014,2014,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,465868,Unreliable
,California,6,2014,2014,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,256,4162925,6.1
,California,6,2014,2014,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,34,976289,3.5
,California,6,2014,2014,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,40,424696,9.4
,California,6,2014,2014,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,581,4197461,13.8
,California,6,2014,2014,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,105484,Unreliable
,California,6,2014,2014,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,36,933772,3.9
,California,6,2014,2014,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,56,352871,15.9
,California,6,2014,2014,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,632,3783211,16.7
,California,6,2014,2014,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,97181,20.6
,California,6,2014,2014,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,855632,3.4
,California,6,2014,2014,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,116,376897,30.8
,California,6,2014,2014,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1091,3913834,27.9
,California,6,2014,2014,55-64 years,55-64,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,70246,28.5
,California,6,2014,2014,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,727911,3.3
,California,6,2014,2014,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,128,305094,42
,California,6,2014,2014,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,969,3416349,28.4
,California,6,2014,2014,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,33,166379,19.8
,California,6,2014,2014,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,270,2191676,12.3
,California,6,2014,2014,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,68,1139106,6
,California,6,2014,2014,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,26,554280,4.7
,California,6,2015,2015,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,788100,Unreliable
,California,6,2015,2015,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,20,456567,4.4
,California,6,2015,2015,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,274,4107346,6.7
,California,6,2015,2015,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,126139,Unreliable
,California,6,2015,2015,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,1017087,4.9
,California,6,2015,2015,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,53,439877,12
,California,6,2015,2015,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,609,4252591,14.3
,California,6,2015,2015,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,106556,Unreliable
,California,6,2015,2015,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,33,951815,3.5
,California,6,2015,2015,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,77,353760,21.8
,California,6,2015,2015,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,655,3775545,17.3
,California,6,2015,2015,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,97883,25.5
,California,6,2015,2015,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,39,875683,4.5
,California,6,2015,2015,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,109,373439,29.2
,California,6,2015,2015,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1021,3899808,26.2
,California,6,2015,2015,55-64 years,55-64,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,73536,Unreliable
,California,6,2015,2015,55-64 years,55-64,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,753689,3.7
,California,6,2015,2015,55-64 years,55-64,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,126,314712,40
,California,6,2015,2015,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,1007,3487926,28.9
,California,6,2015,2015,65-74 years,65-74,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,475666,Unreliable
,California,6,2015,2015,65-74 years,65-74,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,41,174796,23.5
,California,6,2015,2015,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,282,2290279,12.3
,California,6,2015,2015,75-84 years,75-84,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,70,1157691,6
,California,6,2015,2015,85+ years,85+,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,37,564265,6.6
,California,6,2016,2016,15-24 years,15-24,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,785351,3.1
,California,6,2016,2016,15-24 years,15-24,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,442342,4.7
,California,6,2016,2016,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,301,4034278,7.5
,California,6,2016,2016,25-34 years,25-34,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,128005,Unreliable
,California,6,2016,2016,25-34 years,25-34,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,43,1045143,4.1
,California,6,2016,2016,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,61,450013,13.6
,California,6,2016,2016,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,652,4294624,15.2
,California,6,2016,2016,35-44 years,35-44,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,107236,Unreliable
,California,6,2016,2016,35-44 years,35-44,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,30,953625,3.1
,California,6,2016,2016,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,57,352531,16.2
,California,6,2016,2016,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,654,3746540,17.5
,California,6,2016,2016,45-54 years,45-54,American Indian or Alaska Native,1002-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,29,97746,29.7
,California,6,2016,2016,45-54 years,45-54,Asian or Pacific Islander,A-PI,"Injury, poisoning and certain other consequences of external causes",S00-T98,38,880350,4.3
,California,6,2016,2016,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,109,367589,29.7
